temperature_C,pCO2_bar,pH,wall_shear_stress_Pa,NaCl_wt_pct,corrosion_rate_dewaard1975_mmpy,corrosion_rate_dewaard1995_mmpy,corrosion_rate_target_mmpy,model_disagreement_ratio,regime
29.37,22.3921,6.47,1.58,16.07,1.7567,1.59996,1.6765,1.098,high_pressure_gas_CO2
131.82,0.9333,6.19,1.299,10.23,4.2381,5.16721,4.67965,1.2192,conventional_oilfield_range
52.43,3.1705,3.85,16.555,7.55,8.15032,83.58448,26.10058,10.2554,conventional_oilfield_range
50.21,3.6809,5.09,83.581,16.84,40.07592,67.83212,52.13861,1.6926,conventional_oilfield_range
125.87,13.6158,6.02,16.583,9.8,234.79092,105.20301,157.1646,2.2318,high_pressure_gas_CO2
85.9,2.0241,4.54,1.135,7.31,1.97123,9.84872,4.40615,4.9962,conventional_oilfield_range
110.63,0.4379,5.18,148.43,18.79,58.38788,168.71763,99.25253,2.8896,conventional_oilfield_range
113.41,0.1077,4.83,13.952,0.11,6.75312,30.87104,14.43869,4.5714,conventional_oilfield_range
58.49,0.5771,6.26,20.912,0.67,5.24302,9.91689,7.21072,1.8914,conventional_oilfield_range
11.37,12.2039,4.26,22.943,19.42,4.2279,18.46883,8.83654,4.3683,high_pressure_gas_CO2
139.5,98.1058,5.4,11.666,9.47,1076.59244,465.65282,708.03835,2.312,dense_phase_supercritical_CO2
122.08,0.1302,3.59,88.309,3.06,39.1044,280.22371,104.68038,7.166,conventional_oilfield_range
24.09,1.8143,6.04,1.324,12.75,0.25343,0.50995,0.3595,2.0122,conventional_oilfield_range
83.89,89.1683,4.08,21.683,0.33,459.25355,755.86424,589.18023,1.6459,dense_phase_supercritical_CO2
50.89,13.4254,6.22,18.925,18.89,11.88958,16.41219,13.96904,1.3804,high_pressure_gas_CO2
63.46,32.5949,5.51,1.385,16.5,5.23577,8.6583,6.73297,1.6537,high_pressure_gas_CO2
17.18,2.1389,4.33,2.706,10.11,0.42207,4.07074,1.31078,9.6446,conventional_oilfield_range
126.49,0.1023,4.32,5.796,6.83,3.06119,20.10054,7.84421,6.5662,conventional_oilfield_range
87.1,2.4492,3.85,1.574,14.59,3.46627,23.58792,9.04224,6.805,conventional_oilfield_range
145.04,19.9603,5.87,2.974,7.49,154.89064,82.50671,113.04652,1.8773,high_pressure_gas_CO2
40.78,32.5031,5.43,91.559,3.82,125.22464,187.57165,153.25988,1.4979,high_pressure_gas_CO2
12.73,13.1142,4.03,2.021,6.31,0.89739,8.07818,2.69246,9.0018,high_pressure_gas_CO2
133.12,0.3399,4.38,32.957,5.29,34.17288,185.58695,79.63693,5.4308,conventional_oilfield_range
55.58,8.4232,4.85,23.614,16.63,28.68262,63.60511,42.71254,2.2175,conventional_oilfield_range
60.92,4.11,4.13,33.731,6.94,31.14733,111.43317,58.91389,3.5776,conventional_oilfield_range
35.08,12.5592,5.01,63.951,15.89,35.84923,94.68078,58.26004,2.6411,high_pressure_gas_CO2
42.44,2.5297,3.59,1.782,13.17,0.82503,9.43909,2.79062,11.4408,conventional_oilfield_range
90.09,1.3087,4.63,19.072,0.68,22.65169,68.24571,39.31769,3.0128,conventional_oilfield_range
131.05,0.1056,4.76,5.35,12.96,4.87536,17.53353,9.24566,3.5964,conventional_oilfield_range
49.41,2.5149,4.06,1.115,16.18,0.51244,4.81744,1.57119,9.401,conventional_oilfield_range
68.07,1.5776,6.0,3.545,7.46,2.62611,5.35011,3.74833,2.0373,conventional_oilfield_range
48.53,81.7141,6.13,45.786,18.02,96.93771,86.1831,91.40237,1.1248,dense_phase_supercritical_CO2
117.24,72.7689,4.7,1.154,10.24,88.56843,72.32638,80.03645,1.2246,high_pressure_gas_CO2
144.96,67.3812,4.1,130.645,15.04,4977.38401,9568.59423,6901.20047,1.9224,high_pressure_gas_CO2
144.19,81.4658,4.43,46.398,16.03,1889.94231,3078.30741,2412.01647,1.6288,dense_phase_supercritical_CO2
5.12,0.277,6.15,4.525,1.61,0.09873,0.38595,0.19521,3.9091,conventional_oilfield_range
18.07,0.5422,5.55,69.223,7.49,1.86684,9.29422,4.16543,4.9786,conventional_oilfield_range
73.27,11.491,5.6,96.919,13.37,185.25153,162.27184,173.38139,1.1416,high_pressure_gas_CO2
115.64,0.1939,3.89,45.757,2.67,28.19418,138.99317,62.60031,4.9299,conventional_oilfield_range
123.87,15.528,4.77,7.195,1.43,108.22338,242.86111,162.1211,2.2441,high_pressure_gas_CO2
90.03,0.4625,5.33,46.87,7.38,17.66795,70.13121,35.20049,3.9694,conventional_oilfield_range
93.53,17.9909,6.24,25.4,2.76,196.75033,128.52015,159.01692,1.5309,high_pressure_gas_CO2
68.13,1.0441,5.46,8.441,5.7,3.74688,13.84415,7.20225,3.6948,conventional_oilfield_range
10.05,75.0824,4.77,2.269,13.65,2.44354,6.45866,3.97265,2.6432,dense_phase_liquid_CO2
16.98,11.434,3.8,75.302,16.07,15.48837,126.81746,44.31924,8.1879,high_pressure_gas_CO2
88.33,1.419,4.86,11.426,19.2,7.28537,33.22365,15.55785,4.5603,conventional_oilfield_range
48.93,0.597,5.4,20.586,16.05,2.11377,8.42908,4.22104,3.9877,conventional_oilfield_range
73.66,1.012,5.11,6.223,15.71,4.11377,9.40798,6.22112,2.2869,conventional_oilfield_range
60.6,10.572,3.95,5.415,18.68,7.39417,40.55209,17.31615,5.4843,high_pressure_gas_CO2
122.86,15.2365,4.86,1.275,5.63,36.77856,56.15035,45.44369,1.5267,high_pressure_gas_CO2
58.23,46.5048,5.56,3.541,6.75,19.20397,34.06889,25.57847,1.7741,high_pressure_gas_CO2
83.7,0.3437,4.57,1.092,6.49,0.61676,3.00939,1.36238,4.8794,conventional_oilfield_range
56.8,0.1288,5.72,3.476,1.68,0.55134,1.56379,0.92854,2.8363,conventional_oilfield_range
96.77,1.9647,4.32,130.269,13.78,128.83667,714.4359,303.39009,5.5453,conventional_oilfield_range
126.06,15.7784,5.07,9.944,1.53,186.80862,275.24645,226.75628,1.4734,high_pressure_gas_CO2
146.64,8.193,6.15,6.778,19.61,128.32795,60.56544,88.1603,2.1188,conventional_oilfield_range
113.64,1.8518,3.57,116.968,5.14,184.78326,1107.79291,452.43959,5.9951,conventional_oilfield_range
126.34,1.9967,3.85,2.612,5.22,14.76888,93.91515,37.24275,6.359,conventional_oilfield_range
128.87,0.5386,5.9,6.522,9.46,13.17006,13.04671,13.10824,1.0095,conventional_oilfield_range
113.3,21.6235,4.33,28.914,12.09,397.8612,634.22818,502.32936,1.5941,high_pressure_gas_CO2
44.54,1.6655,3.56,7.973,2.6,2.81617,43.45338,11.06219,15.4299,conventional_oilfield_range
146.51,0.9005,4.16,1.095,6.49,8.25896,30.04,15.75116,3.6373,conventional_oilfield_range
108.24,30.2639,5.26,24.062,6.58,254.70692,495.22054,355.15644,1.9443,high_pressure_gas_CO2
6.82,1.0514,4.54,9.269,9.24,0.37735,3.16963,1.09365,8.3996,conventional_oilfield_range
106.17,10.4462,4.27,1.175,17.05,13.45548,28.9716,19.74403,2.1531,high_pressure_gas_CO2
86.39,1.0862,4.12,139.048,7.38,76.90493,525.46613,201.02471,6.8327,conventional_oilfield_range
102.8,0.1227,5.37,2.306,7.03,0.66259,4.09056,1.64632,6.1736,conventional_oilfield_range
8.39,83.19,5.17,11.693,4.69,11.35585,25.4253,16.99194,2.239,dense_phase_liquid_CO2
93.03,35.4001,3.79,2.986,19.84,27.98655,109.11986,55.262,3.899,high_pressure_gas_CO2
28.07,21.5067,5.7,7.462,8.17,6.70929,9.22136,7.86567,1.3744,high_pressure_gas_CO2
91.89,0.9083,4.59,1.698,17.7,2.39493,6.4161,3.91996,2.679,conventional_oilfield_range
51.08,4.0447,4.68,74.026,9.9,23.77719,139.16631,57.52377,5.8529,conventional_oilfield_range
70.17,59.1196,4.03,4.242,10.65,35.1052,153.96345,73.51815,4.3858,high_pressure_gas_CO2
29.98,52.7039,4.65,26.376,19.48,20.17747,90.34705,42.69631,4.4776,high_pressure_gas_CO2
94.74,0.2604,5.36,149.183,11.99,34.8073,61.99283,46.45216,1.781,conventional_oilfield_range
52.13,0.5621,5.21,10.64,1.82,1.95139,10.84268,4.59982,5.5564,conventional_oilfield_range
133.11,9.1696,5.16,75.669,17.01,587.4418,787.69981,680.24098,1.3409,conventional_oilfield_range
131.82,0.3355,6.31,101.162,6.45,89.39697,134.90231,109.81738,1.509,conventional_oilfield_range
35.02,2.4185,4.24,20.546,19.79,3.65573,14.38843,7.2526,3.9359,conventional_oilfield_range
77.53,0.2155,5.31,5.258,18.4,1.17144,3.97664,2.15833,3.3947,conventional_oilfield_range
144.56,0.1049,3.6,29.712,17.34,23.39885,148.18957,58.88519,6.3332,conventional_oilfield_range
15.2,1.7835,4.28,36.144,2.42,3.013,20.9108,7.93751,6.9402,conventional_oilfield_range
82.45,0.1178,4.94,38.011,5.86,4.51652,33.03908,12.21563,7.3152,conventional_oilfield_range
116.47,1.2306,5.65,12.978,12.99,23.74816,36.62718,29.49285,1.5423,conventional_oilfield_range
26.17,0.6131,5.98,43.637,2.24,2.9746,8.37486,4.99117,2.8155,conventional_oilfield_range
54.28,54.8181,5.89,2.865,1.94,18.60384,16.83073,17.69509,1.1053,high_pressure_gas_CO2
135.38,2.9835,4.23,3.679,5.91,24.75934,117.56602,53.95236,4.7483,conventional_oilfield_range
106.44,5.0663,5.28,45.364,2.96,177.60652,309.52401,234.46424,1.7428,conventional_oilfield_range
58.77,1.2251,4.37,113.751,3.17,28.89217,162.49657,68.51918,5.6242,conventional_oilfield_range
68.78,0.7667,5.73,32.551,2.93,12.0747,29.50243,18.87414,2.4433,conventional_oilfield_range
97.33,0.1213,4.13,4.563,11.68,1.43947,15.00109,4.6469,10.4212,conventional_oilfield_range
113.09,97.3537,4.72,22.173,3.41,834.69659,1258.66952,1024.9913,1.5079,dense_phase_supercritical_CO2
128.63,0.8768,4.62,76.42,9.7,141.79523,466.55925,257.20784,3.2904,conventional_oilfield_range
30.43,49.1361,3.54,114.986,6.85,113.77479,1012.94748,339.48179,8.9031,high_pressure_gas_CO2
45.36,21.5796,5.87,25.969,7.13,25.91693,50.61807,36.21968,1.9531,high_pressure_gas_CO2
136.41,33.1079,6.04,50.591,10.48,1249.50515,686.62643,926.25226,1.8198,high_pressure_gas_CO2
101.32,1.5685,3.8,5.213,1.34,10.80012,75.86607,28.62452,7.0246,conventional_oilfield_range
112.48,41.4808,6.41,1.324,11.33,41.69085,19.39617,28.43664,2.1494,high_pressure_gas_CO2
112.22,11.7246,5.45,3.415,13.79,33.32175,38.47668,35.80657,1.1547,high_pressure_gas_CO2
93.32,4.5282,3.77,2.591,16.61,11.3885,50.30736,23.93586,4.4174,conventional_oilfield_range
80.77,0.1523,4.18,18.814,11.63,2.59466,27.22148,8.40419,10.4914,conventional_oilfield_range
118.3,0.9048,5.4,2.676,2.33,9.24822,15.32895,11.90653,1.6575,conventional_oilfield_range
83.64,0.4416,4.96,17.335,11.63,7.13201,22.16812,12.57391,3.1083,conventional_oilfield_range
133.55,21.4876,4.08,56.679,12.29,886.65781,2240.38584,1409.41676,2.5268,high_pressure_gas_CO2
114.41,6.3689,4.98,2.422,10.15,13.48289,34.89034,21.68923,2.5877,conventional_oilfield_range
48.45,39.9745,4.25,3.972,11.23,11.97838,57.00834,26.13174,4.7593,high_pressure_gas_CO2
146.7,68.7213,4.96,4.95,19.49,261.3221,283.38509,272.13009,1.0844,high_pressure_gas_CO2
14.51,1.9772,4.41,103.164,8.86,5.06992,41.27509,14.46587,8.1412,conventional_oilfield_range
31.49,21.6958,5.79,2.911,10.04,3.17103,6.33945,4.48359,1.9992,high_pressure_gas_CO2
19.92,0.7947,5.33,17.481,3.09,1.36492,6.66705,3.01661,4.8846,conventional_oilfield_range
118.94,36.0638,5.33,2.198,19.13,66.6911,46.52402,55.70223,1.4335,high_pressure_gas_CO2
119.37,21.8406,4.31,107.14,9.44,1265.50895,2317.46028,1712.53226,1.8312,high_pressure_gas_CO2
26.02,1.0027,4.56,41.846,8.99,2.59671,24.02123,7.89786,9.2506,conventional_oilfield_range
65.48,19.3494,4.71,128.214,7.07,313.1967,418.20264,361.91116,1.3353,high_pressure_gas_CO2
116.22,0.1144,5.61,2.844,14.33,1.41429,3.79629,2.31712,2.6842,conventional_oilfield_range
51.67,23.5917,4.48,16.541,3.99,40.68473,157.58598,80.07086,3.8733,high_pressure_gas_CO2
129.18,0.2092,4.23,5.108,9.59,5.49141,24.82444,11.67566,4.5206,conventional_oilfield_range
145.81,0.1374,5.48,31.385,18.18,17.65045,41.02695,26.90992,2.3244,conventional_oilfield_range
92.97,1.3337,3.8,24.654,5.52,22.29489,263.67215,76.67165,11.8266,conventional_oilfield_range
21.1,0.2528,5.75,5.084,15.5,0.13451,0.60671,0.28567,4.5105,conventional_oilfield_range
26.81,0.7881,4.1,1.554,4.9,0.16345,2.02685,0.57557,12.4006,conventional_oilfield_range
42.8,3.9182,4.37,1.116,15.44,0.91783,4.25547,1.9763,4.6365,conventional_oilfield_range
108.15,0.8747,6.06,93.237,8.92,98.21723,92.44501,95.28742,1.0624,conventional_oilfield_range
72.91,2.4122,4.5,29.831,14.08,21.12211,116.26345,49.55531,5.5043,conventional_oilfield_range
8.36,0.2278,4.73,7.285,9.73,0.14765,1.34042,0.44488,9.0781,conventional_oilfield_range
137.38,3.4418,3.55,8.941,0.64,64.46144,460.42564,172.27798,7.1427,conventional_oilfield_range
119.57,2.9925,5.22,24.013,14.69,50.22344,102.67993,71.81183,2.0445,conventional_oilfield_range
118.19,3.9381,5.9,69.442,1.75,380.01929,245.13596,305.21532,1.5502,conventional_oilfield_range
148.98,18.0186,5.8,8.665,5.54,213.40377,212.86749,213.13546,1.0025,high_pressure_gas_CO2
112.15,8.9399,3.72,25.69,6.8,137.0011,758.44605,322.34756,5.5361,conventional_oilfield_range
123.93,1.9824,3.56,17.811,0.13,79.28435,463.06434,191.60834,5.8406,conventional_oilfield_range
37.66,1.9118,4.28,3.055,13.49,0.7545,6.96163,2.29184,9.2268,conventional_oilfield_range
101.48,20.4072,5.22,5.912,17.61,55.16234,59.83764,57.45245,1.0848,high_pressure_gas_CO2
117.08,0.4154,4.04,1.14,12.04,2.22337,8.36821,4.31343,3.7637,conventional_oilfield_range
83.31,73.1108,4.48,4.855,4.6,93.36744,210.92862,140.33483,2.2591,high_pressure_gas_CO2
66.52,0.6505,6.31,2.97,7.11,1.7862,2.44792,2.09104,1.3705,conventional_oilfield_range
68.75,31.8033,4.63,9.249,14.88,39.45961,79.45518,55.99349,2.0136,high_pressure_gas_CO2
69.79,1.5759,4.12,6.73,16.29,4.47345,26.21606,10.82941,5.8604,conventional_oilfield_range
137.43,14.9127,3.87,44.304,2.41,642.83137,2605.65635,1294.217,4.0534,high_pressure_gas_CO2
113.7,0.8926,4.07,139.245,16.0,107.07951,656.78267,265.1942,6.1336,conventional_oilfield_range
21.24,2.3489,3.52,56.014,8.01,6.27996,73.86642,21.53782,11.7623,conventional_oilfield_range
142.13,32.3299,4.8,69.969,6.01,2184.56995,2574.96675,2371.74935,1.1787,high_pressure_gas_CO2
98.32,1.4759,4.91,117.526,5.49,116.73495,298.00633,186.51476,2.5528,conventional_oilfield_range
25.41,0.5585,5.19,1.899,3.12,0.17753,0.73303,0.36074,4.1289,conventional_oilfield_range
13.87,25.5353,6.1,27.434,7.43,10.39453,16.98594,13.28762,1.6341,high_pressure_gas_CO2
30.0,64.3984,6.4,41.171,16.21,54.05259,50.1275,52.05307,1.0783,high_pressure_gas_CO2
20.86,0.307,4.99,4.635,12.51,0.19107,1.07735,0.45371,5.6385,conventional_oilfield_range
51.56,22.3772,4.49,85.932,0.68,198.91217,372.18209,272.08739,1.8711,high_pressure_gas_CO2
11.74,1.3524,5.3,13.896,3.16,1.36093,4.48561,2.47075,3.296,conventional_oilfield_range
18.36,92.1668,3.84,10.843,19.67,12.14919,55.05393,25.86234,4.5315,dense_phase_liquid_CO2
24.49,6.4538,5.41,4.761,9.39,1.86211,4.43251,2.87294,2.3804,conventional_oilfield_range
100.17,1.2495,5.34,36.205,9.56,42.17,57.11004,49.07475,1.3543,conventional_oilfield_range
33.46,0.4549,3.89,112.333,4.51,6.57643,82.93798,23.35458,12.6114,conventional_oilfield_range
63.56,45.7882,3.82,3.107,3.69,22.52327,94.04337,46.02352,4.1754,high_pressure_gas_CO2
146.22,10.1174,5.06,18.029,17.67,241.61249,274.83596,257.68935,1.1375,high_pressure_gas_CO2
66.19,9.6295,5.24,108.101,0.68,201.47413,294.03444,243.39337,1.4594,conventional_oilfield_range
11.96,0.3924,4.05,2.047,0.68,0.09665,1.30941,0.35574,13.5484,conventional_oilfield_range
51.77,5.2031,4.95,5.602,12.57,5.16633,11.30598,7.64267,2.1884,conventional_oilfield_range
70.56,0.4411,5.36,15.413,2.36,4.88415,19.95859,9.87323,4.0864,conventional_oilfield_range
138.96,1.0275,6.18,3.594,16.14,10.20163,10.73236,10.46363,1.052,conventional_oilfield_range
101.17,10.0934,4.53,13.476,1.26,83.4082,296.15534,157.16801,3.5507,high_pressure_gas_CO2
144.89,0.2392,4.18,9.895,2.22,16.03434,87.88567,37.53917,5.4811,conventional_oilfield_range
131.63,0.8339,4.81,138.66,1.66,303.23799,582.30083,420.20915,1.9203,conventional_oilfield_range
62.65,66.6422,6.5,2.655,16.8,18.41207,9.57872,13.28021,1.9222,high_pressure_gas_CO2
111.34,1.1529,5.3,2.139,17.2,3.21471,7.85007,5.02351,2.4419,conventional_oilfield_range
57.59,0.4912,6.34,14.296,7.49,3.19831,4.56652,3.82167,1.4278,conventional_oilfield_range
96.98,7.1541,6.03,43.099,3.04,213.561,129.41449,166.24647,1.6502,conventional_oilfield_range
129.45,0.6843,6.38,116.116,5.93,252.26078,102.72585,160.97734,2.4557,conventional_oilfield_range
134.59,2.5352,3.91,110.024,0.01,511.86716,2724.75668,1180.97987,5.3232,conventional_oilfield_range
50.18,58.7701,5.34,122.313,1.18,329.66994,546.25289,424.36206,1.657,high_pressure_gas_CO2
124.25,19.6688,5.92,117.292,4.85,1565.4166,729.99098,1068.99018,2.1444,high_pressure_gas_CO2
61.69,0.3803,6.0,1.424,19.27,0.28889,0.85995,0.49843,2.9768,conventional_oilfield_range
22.9,16.5564,6.33,2.14,8.87,1.40078,1.3993,1.40004,1.0011,high_pressure_gas_CO2
6.56,0.2248,4.43,1.672,12.57,0.02364,0.43862,0.10182,18.5581,conventional_oilfield_range
48.33,0.2369,5.73,9.744,1.41,1.61841,3.06559,2.22742,1.8942,conventional_oilfield_range
54.5,0.6551,6.46,6.764,17.82,1.46563,1.86224,1.65208,1.2706,conventional_oilfield_range
89.82,42.5331,5.57,53.556,15.17,386.94949,375.73063,381.2988,1.0299,high_pressure_gas_CO2
149.65,6.4558,5.3,6.151,17.39,68.86747,68.17034,68.51802,1.0102,conventional_oilfield_range
144.67,1.8409,5.41,76.328,5.6,332.90114,387.06172,358.9614,1.1627,conventional_oilfield_range
41.49,3.3379,4.76,66.048,19.66,14.10873,57.32913,28.44014,4.0634,conventional_oilfield_range
121.87,0.5349,4.98,19.331,13.31,29.61946,72.25179,46.26077,2.4393,conventional_oilfield_range
107.74,4.8085,6.01,6.574,10.38,37.55188,25.03021,30.6583,1.5003,conventional_oilfield_range
92.24,5.9024,5.88,119.164,11.51,292.18919,287.00956,289.58779,1.018,conventional_oilfield_range
57.3,10.4191,6.21,8.278,7.87,14.26529,11.32266,12.7091,1.2599,high_pressure_gas_CO2
119.28,36.0329,5.22,13.727,18.8,250.72452,182.84685,214.11256,1.3712,high_pressure_gas_CO2
117.76,10.1673,3.58,17.127,0.48,207.11402,870.85098,424.69453,4.2047,high_pressure_gas_CO2
138.5,25.4499,5.69,70.54,5.07,1753.10703,952.47204,1292.20177,1.8406,high_pressure_gas_CO2
146.17,0.5573,4.84,1.271,9.16,6.24847,13.6677,9.24133,2.1874,conventional_oilfield_range
120.08,0.4248,5.81,15.521,6.44,16.90898,30.4124,22.67692,1.7986,conventional_oilfield_range
123.24,34.2105,6.07,5.325,12.33,139.46564,52.18861,85.31423,2.6723,high_pressure_gas_CO2
38.0,30.6231,3.8,37.24,12.79,37.49763,303.62117,106.70086,8.0971,high_pressure_gas_CO2
32.0,1.4063,4.29,34.623,7.01,5.12262,24.58848,11.22308,4.8,conventional_oilfield_range
114.44,75.4962,4.47,1.748,11.64,102.45993,114.62722,108.37295,1.1188,dense_phase_supercritical_CO2
86.27,18.6342,5.11,7.346,13.91,43.05314,70.04368,54.91448,1.6269,high_pressure_gas_CO2
91.71,42.7365,4.71,3.742,14.32,41.54762,83.67671,58.96243,2.014,high_pressure_gas_CO2
138.58,0.2046,6.37,59.236,17.75,35.81966,45.58591,40.40881,1.2727,conventional_oilfield_range
16.92,99.6131,4.83,1.227,10.96,2.29505,6.23988,3.78429,2.7188,dense_phase_liquid_CO2
76.7,31.6041,6.45,3.419,4.52,29.17363,15.15889,21.0295,1.9245,high_pressure_gas_CO2
6.8,0.5383,3.56,21.491,16.76,0.30675,9.61613,1.71749,31.3481,conventional_oilfield_range
87.37,1.7257,6.04,18.369,12.55,28.13354,15.8891,21.14277,1.7706,conventional_oilfield_range
113.28,13.1898,6.45,56.018,5.27,358.34655,299.50717,327.60855,1.1965,high_pressure_gas_CO2
140.85,0.913,4.57,121.589,2.69,426.34704,595.34351,503.80844,1.3964,conventional_oilfield_range
40.8,4.1193,3.89,136.386,15.68,24.84557,242.8485,77.67695,9.7743,conventional_oilfield_range
50.46,26.4095,5.31,36.899,14.35,49.17211,80.26879,62.82504,1.6324,high_pressure_gas_CO2
147.84,2.4881,5.22,1.305,12.38,11.7635,20.31195,15.45768,1.7267,conventional_oilfield_range
143.21,0.3266,5.18,16.46,1.15,27.45598,98.66338,52.04709,3.5935,conventional_oilfield_range
26.44,11.1179,3.7,36.671,11.4,17.18516,109.17633,43.31527,6.3529,high_pressure_gas_CO2
108.47,2.9678,5.61,112.592,19.72,174.06658,253.97563,210.25858,1.4591,conventional_oilfield_range
83.07,10.5682,4.49,17.38,17.52,50.25729,126.67976,79.79086,2.5206,high_pressure_gas_CO2
83.24,11.0654,4.44,1.035,12.19,5.70914,14.84824,9.2071,2.6008,high_pressure_gas_CO2
22.35,85.5188,5.34,14.218,14.61,17.80297,29.03015,22.73374,1.6306,dense_phase_liquid_CO2
92.22,18.9001,4.04,2.48,12.99,20.00053,75.429,38.84096,3.7713,high_pressure_gas_CO2
17.92,68.9353,5.22,116.192,7.75,66.81969,218.29865,120.7752,3.267,high_pressure_gas_CO2
25.08,1.0712,3.79,5.927,14.15,0.63806,6.29332,2.00387,9.8633,conventional_oilfield_range
31.76,1.6006,4.18,139.583,12.66,10.69604,136.01212,38.14172,12.7161,conventional_oilfield_range
80.96,0.1151,5.32,137.07,1.18,16.0938,65.12741,32.37511,4.0467,conventional_oilfield_range
144.72,3.8669,3.51,6.875,0.55,111.9505,411.01098,214.50614,3.6714,conventional_oilfield_range
129.61,73.6436,4.07,22.443,3.64,1156.75679,2737.51373,1779.50487,2.3665,high_pressure_gas_CO2
131.45,54.6819,5.3,17.744,17.83,468.81739,300.0788,375.0762,1.5623,high_pressure_gas_CO2
30.74,0.2796,5.96,1.164,0.78,0.07176,0.29124,0.14456,4.0587,conventional_oilfield_range
141.4,26.4006,4.43,4.307,6.98,199.847,391.82039,279.82875,1.9606,high_pressure_gas_CO2
135.53,3.1114,5.31,148.015,18.4,655.13674,515.94424,581.38974,1.2698,conventional_oilfield_range
84.46,1.4674,4.84,1.792,11.09,2.33581,9.11531,4.61429,3.9024,conventional_oilfield_range
39.72,28.3633,4.07,7.582,7.17,19.40093,55.54009,32.82574,2.8628,high_pressure_gas_CO2
122.58,53.5802,5.62,66.969,1.98,1458.11829,1242.12952,1345.79782,1.1739,high_pressure_gas_CO2
51.48,3.8196,5.23,14.372,7.88,8.19364,22.74135,13.65044,2.7755,conventional_oilfield_range
51.45,2.2065,4.09,113.441,8.53,30.4612,230.48634,83.79075,7.5666,conventional_oilfield_range
8.46,0.2056,5.18,21.217,6.12,0.39665,2.15239,0.92398,5.4264,conventional_oilfield_range
116.77,12.4941,5.08,1.232,18.94,13.93521,26.39972,19.18034,1.8945,high_pressure_gas_CO2
135.54,4.2497,5.42,40.615,10.69,293.72155,310.29518,301.89465,1.0564,conventional_oilfield_range
32.29,78.0839,3.66,62.536,17.47,76.3385,386.34345,171.73491,5.0609,dense_phase_supercritical_CO2
30.85,1.2956,5.6,95.87,1.97,14.89302,26.82858,19.98896,1.8014,conventional_oilfield_range
108.3,0.1655,4.11,2.818,12.81,2.40875,11.51483,5.26653,4.7804,conventional_oilfield_range
34.87,11.6995,6.27,1.024,4.81,1.51393,1.06402,1.26919,1.4228,high_pressure_gas_CO2
147.74,91.4653,5.98,6.442,16.76,542.54051,206.63085,334.82176,2.6257,dense_phase_supercritical_CO2
40.7,10.1297,6.15,8.32,11.41,8.0228,6.55135,7.24984,1.2246,high_pressure_gas_CO2
34.71,43.2557,5.71,3.92,13.81,6.09414,10.58072,8.02996,1.7362,high_pressure_gas_CO2
45.32,50.4926,5.95,11.545,12.0,26.91991,25.94695,26.42895,1.0375,high_pressure_gas_CO2
105.92,2.2253,5.49,3.056,12.75,12.28209,17.60328,14.70391,1.4332,conventional_oilfield_range
75.84,0.3549,4.48,113.018,5.13,20.50987,94.91304,44.1209,4.6277,conventional_oilfield_range
62.74,4.0624,4.35,17.402,2.17,24.7785,109.66496,52.12805,4.4258,conventional_oilfield_range
133.18,70.8969,5.16,12.123,2.54,913.67523,644.71692,767.50367,1.4172,high_pressure_gas_CO2
20.85,0.4852,6.0,2.52,15.25,0.13557,0.32738,0.21067,2.4149,conventional_oilfield_range
94.22,2.0622,3.93,19.913,0.82,51.17642,188.34051,98.17634,3.6802,conventional_oilfield_range
32.4,0.4279,4.45,17.289,18.97,0.63233,9.95496,2.50894,15.7434,conventional_oilfield_range
138.67,1.1229,4.1,25.217,7.83,90.3194,386.47847,186.83282,4.279,conventional_oilfield_range
14.23,0.3564,4.08,27.033,8.78,0.66051,8.89576,2.42399,13.468,conventional_oilfield_range
40.64,3.8519,5.17,2.051,19.28,1.13936,2.89528,1.81625,2.5412,conventional_oilfield_range
64.44,4.007,5.36,2.343,18.66,2.33405,5.45417,3.56795,2.3368,conventional_oilfield_range
20.05,0.5023,4.64,16.769,16.27,0.56712,4.26705,1.55561,7.5241,conventional_oilfield_range
37.56,7.6711,5.19,1.448,12.98,1.67408,2.5031,2.04704,1.4952,conventional_oilfield_range
98.49,0.7037,5.35,9.518,14.96,7.19613,13.61506,9.89826,1.892,conventional_oilfield_range
55.05,92.0306,4.86,100.174,3.06,401.04161,837.02173,579.37945,2.0871,dense_phase_supercritical_CO2
25.94,8.1523,4.02,127.375,19.98,23.61305,140.14231,57.52554,5.935,conventional_oilfield_range
8.04,26.0826,3.93,10.02,14.21,2.79695,25.54196,8.45219,9.1321,high_pressure_gas_CO2
63.32,33.1441,4.56,112.104,8.42,236.85273,919.21789,466.60397,3.881,high_pressure_gas_CO2
69.36,1.4633,4.59,5.122,7.98,3.8998,14.98293,7.64398,3.842,conventional_oilfield_range
36.46,0.374,4.08,79.624,13.19,2.72605,31.12896,9.21191,11.4191,conventional_oilfield_range
84.49,19.5853,4.72,25.2,4.27,153.16316,327.3671,223.92092,2.1374,high_pressure_gas_CO2
99.57,0.7961,6.0,48.479,12.47,40.09929,46.27732,43.0777,1.1541,conventional_oilfield_range
85.0,0.2952,4.65,13.37,3.61,4.18698,28.51772,10.92718,6.811,conventional_oilfield_range
60.97,10.0226,4.32,42.005,11.27,58.68535,245.86023,120.11825,4.1895,high_pressure_gas_CO2
118.37,0.3921,4.73,10.463,17.36,12.13387,42.09746,22.60099,3.4694,conventional_oilfield_range
